"x";"y";"t"
35;202;"2014-01-03 18:52:58"
39;24;"2014-01-03 18:54:23"
24;31;"2014-01-03 18:55:41"
4;238;"2014-01-03 18:56:50"
35;238;"2014-01-03 18:56:52"
25;3;"2014-01-03 18:57:11"
39;24;"2014-01-03 18:58:20"
3;61;"2014-01-03 18:58:32"
61;25;"2014-01-03 18:59:44"
61;60;"2014-01-03 18:59:51"
61;3;"2014-01-03 18:59:51"
2;207;"2014-01-03 19:01:02"
25;60;"2014-01-03 19:01:05"
25;61;"2014-01-03 19:01:05"
14;26;"2014-01-03 19:02:18"
2;209;"2014-01-03 19:02:53"
13;170;"2014-01-03 19:04:07"
24;39;"2014-01-03 19:05:27"
8;252;"2014-01-03 19:06:53"
24;31;"2014-01-03 19:07:24"
21;10;"2014-01-03 19:08:15"
14;26;"2014-01-03 19:08:27"
25;60;"2014-01-03 19:09:11"
35;238;"2014-01-03 19:10:56"
26;14;"2014-01-03 19:11:00"
2;209;"2014-01-03 19:12:44"
14;26;"2014-01-03 19:12:57"
25;3;"2014-01-03 19:13:02"
8;252;"2014-01-03 19:13:07"
24;39;"2014-01-03 19:13:24"
10;21;"2014-01-03 19:14:27"
3;25;"2014-01-03 19:14:33"
35;238;"2014-01-03 19:14:51"
15;1;"2014-01-03 19:14:58"
39;24;"2014-01-03 19:16:14"
4;238;"2014-01-03 19:16:33"
2;209;"2014-01-03 19:16:59"
25;3;"2014-01-03 19:18:57"
3;8;"2014-01-03 19:20:34"
8;60;"2014-01-03 19:21:13"
8;3;"2014-01-03 19:21:13"
43;21;"2014-01-03 19:21:48"
39;24;"2014-01-03 19:22:16"
25;61;"2014-01-03 19:23:15"
27;150;"2014-01-03 19:23:33"
4;238;"2014-01-03 19:24:59"
12;114;"2014-01-03 19:26:02"
12;10;"2014-01-03 19:27:57"
12;43;"2014-01-03 19:27:57"
13;27;"2014-01-03 19:27:58"
23;202;"2014-01-03 19:28:10"
3;25;"2014-01-03 19:28:23"
27;150;"2014-01-03 19:29:19"
35;238;"2014-01-03 19:30:39"
25;3;"2014-01-03 19:30:51"
25;60;"2014-01-03 19:30:51"
61;60;"2014-01-03 19:31:46"
61;3;"2014-01-03 19:31:46"
39;24;"2014-01-03 19:32:11"
4;35;"2014-01-03 19:32:57"
3;61;"2014-01-03 19:34:16"
2;12;"2014-01-03 19:34:55"
14;26;"2014-01-03 19:35:10"
77;58;"2014-01-03 19:35:15"
24;39;"2014-01-03 19:35:26"
43;165;"2014-01-03 19:35:52"
23;202;"2014-01-03 19:36:05"
25;3;"2014-01-03 19:36:45"
61;60;"2014-01-03 19:37:44"
61;3;"2014-01-03 19:37:44"
10;21;"2014-01-03 19:38:26"
35;21;"2014-01-03 19:38:26"
35;43;"2014-01-03 19:38:26"
35;10;"2014-01-03 19:38:26"
13;45;"2014-01-03 19:38:34"
26;14;"2014-01-03 19:38:46"
2;62;"2014-01-03 19:38:51"
2;25;"2014-01-03 19:38:51"
2;43;"2014-01-03 19:38:51"
21;19;"2014-01-03 19:39:46"
43;35;"2014-01-03 19:39:55"
2;20;"2014-01-03 19:40:42"
14;26;"2014-01-03 19:40:44"
47;43;"2014-01-03 19:40:49"
47;21;"2014-01-03 19:40:49"
24;31;"2014-01-03 19:41:24"
19;21;"2014-01-03 19:42:25"
10;21;"2014-01-03 19:42:35"
25;114;"2014-01-03 19:42:39"
2;27;"2014-01-03 19:42:39"
47;202;"2014-01-03 19:42:49"
8;10;"2014-01-03 19:42:52"
27;2;"2014-01-03 19:43:22"
43;25;"2014-01-03 19:43:53"
10;8;"2014-01-03 19:44:27"
23;48;"2014-01-03 19:44:37"
2;62;"2014-01-03 19:44:40"
2;25;"2014-01-03 19:44:40"
2;32;"2014-01-03 19:44:47"
48;23;"2014-01-03 19:45:17"
43;62;"2014-01-03 19:45:44"
61;35;"2014-01-03 19:45:50"
35;61;"2014-01-03 19:46:24"
23;25;"2014-01-03 19:46:31"
8;40;"2014-01-03 19:46:41"
4;238;"2014-01-03 19:47:02"
43;60;"2014-01-03 19:47:48"
43;25;"2014-01-03 19:47:55"
3;6;"2014-01-03 19:48:05"
11;35;"2014-01-03 19:48:34"
11;61;"2014-01-03 19:48:34"
11;23;"2014-01-03 19:48:34"
2;55;"2014-01-03 19:48:34"
23;61;"2014-01-03 19:48:37"
23;35;"2014-01-03 19:48:37"
23;11;"2014-01-03 19:48:37"
35;11;"2014-01-03 19:48:39"
35;23;"2014-01-03 19:48:39"
25;62;"2014-01-03 19:48:41"
25;43;"2014-01-03 19:48:41"
48;6;"2014-01-03 19:49:26"
61;23;"2014-01-03 19:49:37"
61;11;"2014-01-03 19:49:37"
6;19;"2014-01-03 19:49:39"
6;21;"2014-01-03 19:49:39"
43;2;"2014-01-03 19:49:53"
21;19;"2014-01-03 19:49:55"
3;61;"2014-01-03 19:50:01"
3;23;"2014-01-03 19:50:01"
3;35;"2014-01-03 19:50:01"
3;11;"2014-01-03 19:50:01"
19;8;"2014-01-03 19:50:23"
19;6;"2014-01-03 19:50:23"
25;3;"2014-01-03 19:50:37"
2;62;"2014-01-03 19:50:38"
8;19;"2014-01-03 19:50:47"
31;24;"2014-01-03 19:51:16"
55;32;"2014-01-03 19:51:32"
43;62;"2014-01-03 19:51:53"
21;6;"2014-01-03 19:51:58"
23;3;"2014-01-03 19:52:26"
23;60;"2014-01-03 19:52:33"
35;3;"2014-01-03 19:52:36"
19;55;"2014-01-03 19:52:38"
2;43;"2014-01-03 19:52:40"
11;3;"2014-01-03 19:52:46"
11;35;"2014-01-03 19:52:46"
27;62;"2014-01-03 19:52:56"
27;25;"2014-01-03 19:52:56"
27;2;"2014-01-03 19:52:56"
27;43;"2014-01-03 19:52:56"
27;32;"2014-01-03 19:52:56"
77;58;"2014-01-03 19:53:06"
61;3;"2014-01-03 19:53:26"
55;10;"2014-01-03 19:53:36"
55;8;"2014-01-03 19:53:36"
20;43;"2014-01-03 19:53:40"
39;92;"2014-01-03 19:53:49"
32;20;"2014-01-03 19:54:04"
32;27;"2014-01-03 19:54:04"
32;25;"2014-01-03 19:54:04"
3;61;"2014-01-03 19:54:13"
35;55;"2014-01-03 19:54:39"
35;60;"2014-01-03 19:54:39"
26;14;"2014-01-03 19:54:41"
2;25;"2014-01-03 19:54:43"
11;60;"2014-01-03 19:54:48"
27;25;"2014-01-03 19:54:57"
27;32;"2014-01-03 19:54:57"
27;20;"2014-01-03 19:54:57"
27;43;"2014-01-03 19:54:57"
27;2;"2014-01-03 19:54:57"
8;55;"2014-01-03 19:55:03"
20;27;"2014-01-03 19:55:45"
21;19;"2014-01-03 19:56:06"
32;62;"2014-01-03 19:56:10"
10;55;"2014-01-03 19:56:22"
23;61;"2014-01-03 19:56:24"
19;8;"2014-01-03 19:56:35"
11;61;"2014-01-03 19:56:38"
35;61;"2014-01-03 19:56:45"
25;27;"2014-01-03 19:56:49"
25;32;"2014-01-03 19:56:49"
27;55;"2014-01-03 19:56:52"
61;60;"2014-01-03 19:57:27"
20;32;"2014-01-03 19:57:37"
20;2;"2014-01-03 19:57:37"
43;20;"2014-01-03 19:57:49"
43;27;"2014-01-03 19:57:49"
32;2;"2014-01-03 19:58:12"
32;43;"2014-01-03 19:58:12"
15;19;"2014-01-03 19:58:30"
23;35;"2014-01-03 19:58:35"
19;21;"2014-01-03 19:58:38"
19;6;"2014-01-03 19:58:38"
2;20;"2014-01-03 19:58:48"
77;237;"2014-01-03 19:58:54"
25;20;"2014-01-03 19:58:59"
24;31;"2014-01-03 19:59:12"
8;19;"2014-01-03 19:59:19"
61;55;"2014-01-03 19:59:20"
6;15;"2014-01-03 19:59:23"
43;32;"2014-01-03 19:59:45"
55;32;"2014-01-03 19:59:46"
55;2;"2014-01-03 19:59:46"
55;25;"2014-01-03 19:59:46"
55;62;"2014-01-03 19:59:46"
55;27;"2014-01-03 19:59:46"
55;43;"2014-01-03 19:59:46"
55;20;"2014-01-03 19:59:53"
23;3;"2014-01-03 20:00:32"
23;61;"2014-01-03 20:00:32"
2;25;"2014-01-03 20:00:51"
47;45;"2014-01-03 20:00:52"
25;62;"2014-01-03 20:00:58"
25;55;"2014-01-03 20:00:58"
45;202;"2014-01-03 20:01:07"
45;47;"2014-01-03 20:01:07"
45;39;"2014-01-03 20:01:14"
6;19;"2014-01-03 20:01:25"
6;21;"2014-01-03 20:01:25"
20;55;"2014-01-03 20:01:29"
43;25;"2014-01-03 20:01:39"
43;2;"2014-01-03 20:01:39"
43;55;"2014-01-03 20:01:39"
43;20;"2014-01-03 20:01:46"
22;110;"2014-01-03 20:01:54"
39;45;"2014-01-03 20:02:04"
39;202;"2014-01-03 20:02:04"
32;55;"2014-01-03 20:02:14"
32;20;"2014-01-03 20:02:14"
3;44;"2014-01-03 20:02:14"
4;238;"2014-01-03 20:02:35"
19;21;"2014-01-03 20:02:36"
47;92;"2014-01-03 20:02:56"
48;39;"2014-01-03 20:03:17"
20;32;"2014-01-03 20:03:21"
76;39;"2014-01-03 20:03:29"
55;32;"2014-01-03 20:03:52"
11;44;"2014-01-03 20:04:08"
32;22;"2014-01-03 20:04:10"
21;133;"2014-01-03 20:04:13"
23;44;"2014-01-03 20:04:19"
23;3;"2014-01-03 20:04:26"
35;44;"2014-01-03 20:04:37"
27;62;"2014-01-03 20:04:39"
61;44;"2014-01-03 20:05:14"
8;40;"2014-01-03 20:05:19"
40;8;"2014-01-03 20:05:30"
43;25;"2014-01-03 20:05:35"
22;2;"2014-01-03 20:05:41"
39;76;"2014-01-03 20:06:02"
3;23;"2014-01-03 20:06:16"
35;61;"2014-01-03 20:06:37"
19;8;"2014-01-03 20:06:38"
2;20;"2014-01-03 20:06:43"
25;2;"2014-01-03 20:06:45"
25;20;"2014-01-03 20:06:45"
25;22;"2014-01-03 20:06:45"
47;45;"2014-01-03 20:07:01"
8;133;"2014-01-03 20:07:08"
61;60;"2014-01-03 20:07:13"
6;8;"2014-01-03 20:07:18"
20;43;"2014-01-03 20:07:22"
55;2;"2014-01-03 20:07:44"
55;25;"2014-01-03 20:07:44"
39;45;"2014-01-03 20:07:53"
15;22;"2014-01-03 20:07:53"
21;15;"2014-01-03 20:08:07"
27;25;"2014-01-03 20:08:39"
2;62;"2014-01-03 20:08:50"
2;25;"2014-01-03 20:08:50"
25;27;"2014-01-03 20:08:56"
45;92;"2014-01-03 20:09:00"
48;39;"2014-01-03 20:09:21"
6;19;"2014-01-03 20:09:21"
76;39;"2014-01-03 20:09:22"
40;133;"2014-01-03 20:09:33"
22;15;"2014-01-03 20:09:46"
32;27;"2014-01-03 20:10:12"
3;35;"2014-01-03 20:10:14"
23;61;"2014-01-03 20:10:27"
4;238;"2014-01-03 20:10:37"
47;18;"2014-01-03 20:10:56"
20;2;"2014-01-03 20:11:13"
6;15;"2014-01-03 20:11:24"
43;20;"2014-01-03 20:11:28"
22;6;"2014-01-03 20:11:46"
55;2;"2014-01-03 20:11:57"
39;45;"2014-01-03 20:12:02"
11;3;"2014-01-03 20:12:03"
3;23;"2014-01-03 20:12:06"
3;61;"2014-01-03 20:12:06"
42;2;"2014-01-03 20:12:07"
23;3;"2014-01-03 20:12:24"
19;32;"2014-01-03 20:12:28"
19;21;"2014-01-03 20:12:28"
14;25;"2014-01-03 20:12:41"
14;22;"2014-01-03 20:12:41"
14;48;"2014-01-03 20:12:41"
14;50;"2014-01-03 20:12:41"
2;43;"2014-01-03 20:12:46"
45;18;"2014-01-03 20:13:05"
45;39;"2014-01-03 20:13:05"
61;35;"2014-01-03 20:13:12"
20;55;"2014-01-03 20:13:15"
8;21;"2014-01-03 20:13:17"
8;133;"2014-01-03 20:13:17"
8;19;"2014-01-03 20:13:24"
6;22;"2014-01-03 20:13:32"
6;32;"2014-01-03 20:13:32"
22;32;"2014-01-03 20:13:36"
3;44;"2014-01-03 20:14:09"
42;48;"2014-01-03 20:14:12"
10;133;"2014-01-03 20:14:14"
32;22;"2014-01-03 20:14:23"
14;43;"2014-01-03 20:14:35"
25;43;"2014-01-03 20:14:44"
77;58;"2014-01-03 20:14:45"
2;62;"2014-01-03 20:14:45"
47;45;"2014-01-03 20:14:53"
18;55;"2014-01-03 20:15:20"
6;8;"2014-01-03 20:15:29"
55;47;"2014-01-03 20:15:39"
55;18;"2014-01-03 20:15:39"
15;32;"2014-01-03 20:15:53"
39;3;"2014-01-03 20:15:54"
39;61;"2014-01-03 20:15:54"
39;35;"2014-01-03 20:15:54"
39;44;"2014-01-03 20:15:54"
39;11;"2014-01-03 20:15:54"
3;39;"2014-01-03 20:16:10"
2;8;"2014-01-03 20:16:49"
45;65;"2014-01-03 20:17:00"
61;60;"2014-01-03 20:17:24"
55;45;"2014-01-03 20:17:41"
22;19;"2014-01-03 20:17:44"
39;60;"2014-01-03 20:17:57"
39;23;"2014-01-03 20:17:57"
11;3;"2014-01-03 20:17:57"
11;39;"2014-01-03 20:17:57"
43;25;"2014-01-03 20:18:05"
43;2;"2014-01-03 20:18:05"
21;19;"2014-01-03 20:18:10"
21;6;"2014-01-03 20:18:10"
23;39;"2014-01-03 20:18:12"
35;39;"2014-01-03 20:18:24"
4;238;"2014-01-03 20:18:33"
47;65;"2014-01-03 20:18:48"
14;8;"2014-01-03 20:18:49"
14;18;"2014-01-03 20:18:49"
2;62;"2014-01-03 20:18:50"
2;22;"2014-01-03 20:18:50"
2;14;"2014-01-03 20:18:50"
2;27;"2014-01-03 20:18:50"
14;39;"2014-01-03 20:18:56"
45;55;"2014-01-03 20:19:01"
8;39;"2014-01-03 20:19:01"
8;35;"2014-01-03 20:19:01"
61;39;"2014-01-03 20:19:24"
55;47;"2014-01-03 20:19:35"
6;32;"2014-01-03 20:19:39"
6;21;"2014-01-03 20:19:39"
22;6;"2014-01-03 20:19:56"
32;15;"2014-01-03 20:20:07"
3;23;"2014-01-03 20:20:07"
43;62;"2014-01-03 20:20:07"
23;3;"2014-01-03 20:20:07"
35;8;"2014-01-03 20:20:19"
25;20;"2014-01-03 20:20:35"
25;2;"2014-01-03 20:20:35"
25;27;"2014-01-03 20:20:35"
27;20;"2014-01-03 20:20:41"
2;25;"2014-01-03 20:20:45"
2;43;"2014-01-03 20:20:45"
8;50;"2014-01-03 20:21:02"
20;25;"2014-01-03 20:21:11"
39;3;"2014-01-03 20:21:54"
39;8;"2014-01-03 20:21:54"
3;11;"2014-01-03 20:22:01"
11;60;"2014-01-03 20:22:05"
23;60;"2014-01-03 20:22:05"
35;60;"2014-01-03 20:22:13"
35;11;"2014-01-03 20:22:13"
21;66;"2014-01-03 20:22:15"
19;32;"2014-01-03 20:22:23"
19;21;"2014-01-03 20:22:23"
2;20;"2014-01-03 20:22:36"
2;37;"2014-01-03 20:22:36"
2;35;"2014-01-03 20:22:36"
47;55;"2014-01-03 20:22:37"
14;55;"2014-01-03 20:22:45"
45;202;"2014-01-03 20:22:58"
20;43;"2014-01-03 20:23:07"
18;55;"2014-01-03 20:23:20"
48;42;"2014-01-03 20:23:22"
55;18;"2014-01-03 20:23:35"
55;47;"2014-01-03 20:23:42"
22;19;"2014-01-03 20:23:50"
3;44;"2014-01-03 20:23:56"
15;19;"2014-01-03 20:24:06"
23;3;"2014-01-03 20:24:08"
35;61;"2014-01-03 20:24:11"
26;14;"2014-01-03 20:24:30"
2;62;"2014-01-03 20:24:33"
45;48;"2014-01-03 20:24:52"
8;39;"2014-01-03 20:25:02"
24;31;"2014-01-03 20:25:18"
6;22;"2014-01-03 20:25:21"
61;35;"2014-01-03 20:25:23"
39;3;"2014-01-03 20:25:46"
32;6;"2014-01-03 20:26:00"
43;20;"2014-01-03 20:26:07"
15;22;"2014-01-03 20:26:12"
19;66;"2014-01-03 20:26:12"
19;22;"2014-01-03 20:26:12"
27;62;"2014-01-03 20:26:51"
20;43;"2014-01-03 20:27:19"
6;66;"2014-01-03 20:27:25"
6;32;"2014-01-03 20:27:25"
43;25;"2014-01-03 20:27:56"
23;61;"2014-01-03 20:28:09"
25;43;"2014-01-03 20:28:16"
25;62;"2014-01-03 20:28:16"
35;39;"2014-01-03 20:28:29"
2;20;"2014-01-03 20:28:32"
2;62;"2014-01-03 20:28:32"
20;2;"2014-01-03 20:29:19"
76;50;"2014-01-03 20:29:23"
61;3;"2014-01-03 20:29:23"
6;15;"2014-01-03 20:29:30"
39;61;"2014-01-03 20:29:35"
39;60;"2014-01-03 20:29:35"
22;19;"2014-01-03 20:29:37"
22;76;"2014-01-03 20:29:37"
22;50;"2014-01-03 20:29:37"
3;44;"2014-01-03 20:29:49"
3;35;"2014-01-03 20:29:49"
43;20;"2014-01-03 20:29:59"
43;37;"2014-01-03 20:29:59"
43;62;"2014-01-03 20:29:59"
43;27;"2014-01-03 20:29:59"
11;23;"2014-01-03 20:30:06"
11;60;"2014-01-03 20:30:06"
15;19;"2014-01-03 20:30:17"
21;19;"2014-01-03 20:30:23"
25;2;"2014-01-03 20:30:24"
15;6;"2014-01-03 20:30:24"
25;37;"2014-01-03 20:30:31"
25;43;"2014-01-03 20:30:31"
45;27;"2014-01-03 20:30:32"
45;43;"2014-01-03 20:30:32"
27;37;"2014-01-03 20:30:47"
47;202;"2014-01-03 20:30:59"
20;27;"2014-01-03 20:31:22"
20;37;"2014-01-03 20:31:22"
55;18;"2014-01-03 20:31:27"
3;65;"2014-01-03 20:32:01"
3;23;"2014-01-03 20:32:01"
43;2;"2014-01-03 20:32:01"
11;3;"2014-01-03 20:32:04"
19;45;"2014-01-03 20:32:23"
25;27;"2014-01-03 20:32:36"
25;45;"2014-01-03 20:32:36"
25;22;"2014-01-03 20:32:36"
15;6;"2014-01-03 20:32:38"
15;32;"2014-01-03 20:32:38"
15;48;"2014-01-03 20:32:38"
45;50;"2014-01-03 20:32:40"
45;19;"2014-01-03 20:32:40"
27;20;"2014-01-03 20:32:46"
27;43;"2014-01-03 20:32:46"
14;8;"2014-01-03 20:32:47"
35;45;"2014-01-03 20:32:47"
31;24;"2014-01-03 20:32:52"
48;76;"2014-01-03 20:33:07"
48;50;"2014-01-03 20:33:07"
61;23;"2014-01-03 20:33:21"
55;92;"2014-01-03 20:33:22"
22;25;"2014-01-03 20:33:31"
22;62;"2014-01-03 20:33:45"
32;48;"2014-01-03 20:33:47"
43;14;"2014-01-03 20:34:05"
43;25;"2014-01-03 20:34:05"
3;50;"2014-01-03 20:34:12"
23;65;"2014-01-03 20:34:16"
2;44;"2014-01-03 20:34:34"
2;11;"2014-01-03 20:34:34"
2;23;"2014-01-03 20:34:34"
14;99;"2014-01-03 20:34:37"
15;21;"2014-01-03 20:34:38"
10;45;"2014-01-03 20:34:39"
35;23;"2014-01-03 20:34:41"
25;37;"2014-01-03 20:34:47"
8;35;"2014-01-03 20:34:49"
8;18;"2014-01-03 20:34:49"
27;35;"2014-01-03 20:34:50"
45;21;"2014-01-03 20:34:52"
48;32;"2014-01-03 20:35:00"
48;15;"2014-01-03 20:35:00"
18;8;"2014-01-03 20:35:01"
61;22;"2014-01-03 20:35:13"
40;22;"2014-01-03 20:35:13"
47;202;"2014-01-03 20:35:15"
47;36;"2014-01-03 20:35:15"
20;43;"2014-01-03 20:35:20"
6;45;"2014-01-03 20:35:25"
6;22;"2014-01-03 20:35:25"
6;21;"2014-01-03 20:35:25"
39;36;"2014-01-03 20:35:43"
39;47;"2014-01-03 20:35:43"
39;42;"2014-01-03 20:35:43"
32;19;"2014-01-03 20:35:46"
22;45;"2014-01-03 20:35:47"
22;10;"2014-01-03 20:35:47"
39;55;"2014-01-03 20:35:50"
2;61;"2014-01-03 20:36:37"
27;62;"2014-01-03 20:36:39"
19;60;"2014-01-03 20:36:41"
19;6;"2014-01-03 20:36:41"
35;62;"2014-01-03 20:36:47"
35;43;"2014-01-03 20:36:47"
19;3;"2014-01-03 20:36:48"
25;2;"2014-01-03 20:36:54"
8;25;"2014-01-03 20:36:55"
18;43;"2014-01-03 20:36:59"
45;6;"2014-01-03 20:37:03"
45;10;"2014-01-03 20:37:03"
45;22;"2014-01-03 20:37:03"
11;23;"2014-01-03 20:37:50"
22;6;"2014-01-03 20:37:54"
39;19;"2014-01-03 20:37:54"
39;22;"2014-01-03 20:37:54"
39;45;"2014-01-03 20:37:54"
43;35;"2014-01-03 20:37:54"
21;6;"2014-01-03 20:38:09"
10;22;"2014-01-03 20:38:28"
3;48;"2014-01-03 20:38:28"
3;15;"2014-01-03 20:38:28"
3;32;"2014-01-03 20:38:28"
15;60;"2014-01-03 20:38:30"
15;3;"2014-01-03 20:38:30"
14;18;"2014-01-03 20:38:31"
14;99;"2014-01-03 20:38:31"
27;8;"2014-01-03 20:38:43"
27;20;"2014-01-03 20:38:43"
27;37;"2014-01-03 20:38:43"
35;27;"2014-01-03 20:38:47"
19;45;"2014-01-03 20:38:50"
8;14;"2014-01-03 20:38:51"
18;14;"2014-01-03 20:39:00"
25;3;"2014-01-03 20:39:03"
24;31;"2014-01-03 20:39:05"
76;50;"2014-01-03 20:39:17"
6;60;"2014-01-03 20:39:22"
32;3;"2014-01-03 20:39:49"
32;60;"2014-01-03 20:39:49"
22;39;"2014-01-03 20:40:01"
39;10;"2014-01-03 20:40:08"
4;238;"2014-01-03 20:40:25"
35;37;"2014-01-03 20:40:36"
19;60;"2014-01-03 20:40:44"
19;39;"2014-01-03 20:40:44"
19;21;"2014-01-03 20:40:44"
19;22;"2014-01-03 20:40:51"
48;60;"2014-01-03 20:40:54"
8;2;"2014-01-03 20:40:55"
6;39;"2014-01-03 20:41:16"
6;45;"2014-01-03 20:41:16"
18;14;"2014-01-03 20:41:19"
45;39;"2014-01-03 20:41:19"
20;27;"2014-01-03 20:41:20"
20;2;"2014-01-03 20:41:27"
55;8;"2014-01-03 20:41:35"
43;20;"2014-01-03 20:41:50"
32;19;"2014-01-03 20:41:52"
21;39;"2014-01-03 20:41:56"
39;55;"2014-01-03 20:42:10"
10;39;"2014-01-03 20:42:24"
27;62;"2014-01-03 20:42:28"
27;25;"2014-01-03 20:42:28"
27;53;"2014-01-03 20:42:28"
2;55;"2014-01-03 20:42:45"
2;45;"2014-01-03 20:42:45"
19;55;"2014-01-03 20:42:50"
8;55;"2014-01-03 20:43:02"
8;27;"2014-01-03 20:43:02"
47;55;"2014-01-03 20:43:04"
6;22;"2014-01-03 20:43:17"
40;22;"2014-01-03 20:43:18"
45;10;"2014-01-03 20:43:20"
55;10;"2014-01-03 20:43:27"
55;39;"2014-01-03 20:43:27"
55;40;"2014-01-03 20:43:27"
43;25;"2014-01-03 20:43:44"
43;37;"2014-01-03 20:43:44"
22;19;"2014-01-03 20:43:59"
22;55;"2014-01-03 20:43:59"
32;48;"2014-01-03 20:44:00"
32;6;"2014-01-03 20:44:00"
3;48;"2014-01-03 20:44:28"
35;20;"2014-01-03 20:44:34"
2;44;"2014-01-03 20:44:34"
2;11;"2014-01-03 20:44:34"
77;58;"2014-01-03 20:44:46"
19;60;"2014-01-03 20:44:50"
19;48;"2014-01-03 20:44:50"
48;3;"2014-01-03 20:44:53"
8;18;"2014-01-03 20:44:54"
8;25;"2014-01-03 20:44:54"
25;2;"2014-01-03 20:45:03"
25;62;"2014-01-03 20:45:03"
20;27;"2014-01-03 20:45:12"
55;19;"2014-01-03 20:45:17"
55;22;"2014-01-03 20:45:17"
40;39;"2014-01-03 20:45:29"
40;55;"2014-01-03 20:45:29"
22;40;"2014-01-03 20:45:52"
32;15;"2014-01-03 20:45:57"
23;2;"2014-01-03 20:46:11"
3;76;"2014-01-03 20:46:17"
3;50;"2014-01-03 20:46:17"
10;55;"2014-01-03 20:46:24"
25;53;"2014-01-03 20:46:52"
25;43;"2014-01-03 20:46:52"
25;37;"2014-01-03 20:46:59"
25;27;"2014-01-03 20:46:59"
61;11;"2014-01-03 20:47:03"
20;25;"2014-01-03 20:47:15"
11;2;"2014-01-03 20:47:34"
40;22;"2014-01-03 20:47:36"
43;25;"2014-01-03 20:47:54"
39;42;"2014-01-03 20:48:10"
27;39;"2014-01-03 20:48:14"
10;45;"2014-01-03 20:48:28"
19;55;"2014-01-03 20:48:42"
13;45;"2014-01-03 20:48:44"
35;27;"2014-01-03 20:48:46"
35;43;"2014-01-03 20:48:46"
35;53;"2014-01-03 20:48:46"
25;8;"2014-01-03 20:48:55"
6;15;"2014-01-03 20:48:57"
55;19;"2014-01-03 20:49:35"
55;10;"2014-01-03 20:49:35"
22;21;"2014-01-03 20:49:49"
22;45;"2014-01-03 20:49:49"
43;62;"2014-01-03 20:49:49"
43;53;"2014-01-03 20:49:49"
39;27;"2014-01-03 20:49:59"
39;43;"2014-01-03 20:49:59"
39;53;"2014-01-03 20:49:59"
32;48;"2014-01-03 20:50:00"
39;35;"2014-01-03 20:50:06"
39;62;"2014-01-03 20:50:06"
32;21;"2014-01-03 20:50:07"
32;19;"2014-01-03 20:50:07"
3;35;"2014-01-03 20:50:15"
3;62;"2014-01-03 20:50:15"
3;27;"2014-01-03 20:50:15"
27;8;"2014-01-03 20:50:16"
3;25;"2014-01-03 20:50:22"
3;39;"2014-01-03 20:50:22"
10;55;"2014-01-03 20:50:23"
15;6;"2014-01-03 20:50:28"
15;103;"2014-01-03 20:50:35"
19;32;"2014-01-03 20:50:37"
19;45;"2014-01-03 20:50:37"
2;46;"2014-01-03 20:50:37"
2;23;"2014-01-03 20:50:37"
61;2;"2014-01-03 20:50:48"
25;39;"2014-01-03 20:50:50"
61;44;"2014-01-03 20:50:55"
8;3;"2014-01-03 20:51:02"
45;55;"2014-01-03 20:51:11"
6;32;"2014-01-03 20:51:12"
55;45;"2014-01-03 20:51:29"
21;22;"2014-01-03 20:51:45"
21;32;"2014-01-03 20:51:45"
39;61;"2014-01-03 20:52:02"
32;6;"2014-01-03 20:52:06"
22;21;"2014-01-03 20:52:08"
4;238;"2014-01-03 20:52:18"
3;61;"2014-01-03 20:52:26"
3;43;"2014-01-03 20:52:33"
19;55;"2014-01-03 20:52:48"
19;21;"2014-01-03 20:52:48"
2;44;"2014-01-03 20:52:50"
2;60;"2014-01-03 20:52:50"
2;3;"2014-01-03 20:52:50"
61;62;"2014-01-03 20:52:56"
61;27;"2014-01-03 20:52:56"
61;8;"2014-01-03 20:52:56"
61;60;"2014-01-03 20:52:56"
61;43;"2014-01-03 20:52:56"
8;60;"2014-01-03 20:52:56"
25;35;"2014-01-03 20:53:01"
45;19;"2014-01-03 20:53:06"
45;22;"2014-01-03 20:53:06"
20;53;"2014-01-03 20:53:06"
25;27;"2014-01-03 20:53:08"
45;21;"2014-01-03 20:53:13"
20;43;"2014-01-03 20:53:13"
20;39;"2014-01-03 20:53:13"
11;2;"2014-01-03 20:53:30"
43;20;"2014-01-03 20:53:42"
43;39;"2014-01-03 20:53:42"
21;50;"2014-01-03 20:53:51"
39;60;"2014-01-03 20:53:57"
39;20;"2014-01-03 20:53:57"
39;25;"2014-01-03 20:54:04"
39;37;"2014-01-03 20:54:04"
22;19;"2014-01-03 20:54:11"
77;58;"2014-01-03 20:54:21"
3;53;"2014-01-03 20:54:23"
35;39;"2014-01-03 20:54:29"
35;25;"2014-01-03 20:54:29"
35;60;"2014-01-03 20:54:29"
35;20;"2014-01-03 20:54:29"
15;32;"2014-01-03 20:54:45"
25;37;"2014-01-03 20:54:58"
25;53;"2014-01-03 20:54:58"
25;39;"2014-01-03 20:54:58"
8;48;"2014-01-03 20:55:03"
8;99;"2014-01-03 20:55:03"
48;8;"2014-01-03 20:55:04"
61;99;"2014-01-03 20:55:08"
61;37;"2014-01-03 20:55:08"
61;39;"2014-01-03 20:55:08"
61;35;"2014-01-03 20:55:08"
61;25;"2014-01-03 20:55:08"
61;53;"2014-01-03 20:55:08"
61;3;"2014-01-03 20:55:13"
45;6;"2014-01-03 20:55:24"
6;22;"2014-01-03 20:55:28"
55;50;"2014-01-03 20:55:32"
55;2;"2014-01-03 20:55:32"
